o,id,genre,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date
29020,199229,Country,0.604,0.259,0.759,175.925,-11.919,1,3,0.911,0.0101,0.193,0.0404,0,98067,38,1997,186
53435,522768,Country,0.655,0.785,0.869,130.605,-7.217,0,11,0.154,1.76E-06,0.421,0.0343,0,197667,38,1997,6755
84287,936206,Country,0.777,0.599,0.859,102.892,-7.506,1,9,0.275,1.75E-05,0.126,0.0248,0,284027,38,1997,2422
3738,26510,Country,0.457,0.632,0.817,185.288,-12.243,1,9,0.251,0,0.0366,0.106,0,301440,37,1997,61
34266,245534,Country,0.62,0.214,0.654,90.151,-14.646,1,1,0.97,1.69E-05,0.169,0.0304,0,129507,37,1997,61
37250,279308,Country,0.626,0.917,0.405,102.314,-5.494,1,7,0.0626,0,0.296,0.0312,0,238200,37,1997,5363
53480,522768,Country,0.699,0.718,0.902,125.4,-6.335,1,3,0.131,0.000745,0.039,0.0255,0,209160,37,1997,6755
66135,749476,Country,0.623,0.377,0.427,114.018,-11.697,1,0,0.878,4.95E-05,0.0772,0.027,0,260733,37,1997,61
27887,190946,Country,0.683,0.53,0.969,130.832,-14.011,1,2,0.758,0.0173,0.184,0.0326,0,153907,36,1997,390
38818,300749,Country,0.551,0.349,0.201,140.711,-10.839,1,10,0.0444,1.99E-06,0.119,0.0258,0,262227,36,1997,61
53434,522768,Country,0.692,0.861,0.821,138.59,-6.378,1,4,0.148,2.62E-05,0.376,0.0361,0,173027,36,1997,6755
53473,522768,Country,0.745,0.713,0.669,121.975,-7.075,1,7,0.145,3.45E-05,0.0752,0.0291,0,211040,36,1997,6755
53490,522768,Country,0.705,0.522,0.411,106.311,-8.021,1,9,0.15,0,0.107,0.0296,0,217200,36,1997,6755
62168,662800,Country,0.71,0.757,0.962,119.675,-8.149,1,4,0.508,7.50E-05,0.417,0.0448,0,165453,36,1997,2422
113,1433,Country,0.654,0.747,0.391,87.105,-3.973,1,4,0.291,0.000104,0.0594,0.0282,0,188000,35,1997,5077
16570,117844,Country,0.51,0.217,0.475,93.69,-14.044,1,2,0.774,0.0318,0.121,0.026,0,161333,35,1997,61
52904,510805,Country,0.713,0.745,0.537,117.486,-6.204,1,5,0.0913,5.52E-06,0.0893,0.0272,0,237160,35,1997,61
53433,522768,Country,0.722,0.543,0.462,102.411,-8.791,1,9,0.58,1.64E-06,0.109,0.0255,0,261360,35,1997,6755
53443,522768,Country,0.696,0.668,0.891,127.437,-6.902,1,7,0.118,1.54E-06,0.119,0.0317,0,180000,35,1997,6755
53479,522768,Country,0.7,0.835,0.732,75.727,-7.106,1,5,0.289,5.05E-06,0.0486,0.0475,0,178000,35,1997,6755
57583,592954,Country,0.554,0.815,0.618,99.333,-7.954,1,7,0.133,0,0.0778,0.0256,0,213893,35,1997,5278
66132,749476,Country,0.779,0.666,0.743,125.007,-9.435,1,3,0.556,2.27E-06,0.136,0.0326,0,245627,35,1997,61
27903,190946,Country,0.508,0.149,0.456,128.307,-18.458,1,4,0.798,0,0.123,0.0371,0,188360,34,1997,390
35299,254827,Country,0.613,0.319,0.37,145.108,-12.213,1,2,0.547,0,0.102,0.03,0,179600,34,1997,5563
53489,522768,Country,0.651,0.794,0.861,126.394,-7.675,1,7,0.0174,1.61E-05,0.136,0.0361,0,246467,34,1997,6755
26969,185615,Country,0.737,0.483,0.673,103.696,-11.826,1,5,0.302,1.22E-05,0.162,0.0276,0,177627,33,1997,2466
53459,522768,Country,0.698,0.725,0.761,110.54,-7.813,1,9,0.106,2.00E-06,0.219,0.0285,0,205000,33,1997,6755
71321,792370,Country,0.543,0.43,0.277,131.908,-7.483,1,7,0.558,6.46E-06,0.141,0.0308,0,237693,33,1997,4173
84808,944084,Country,0.477,0.314,0.129,135.421,-12.021,1,7,0.135,9.12E-05,0.0987,0.0292,0,188067,33,1997,61
48612,461737,Country,0.469,0.515,0.686,131.782,-14.804,0,11,0.413,0.419,0.935,0.0461,0,297573,32,1997,1511
22578,162487,Country,0.563,0.544,0.602,179.351,-6.102,1,4,0.577,0,0.128,0.0306,0,223832,68,1998,187
22537,162269,Country,0.398,0.804,0.709,186.752,-5.559,1,11,0.175,0,0.181,0.0451,0,194307,63,1998,3646
19036,133057,Country,0.676,0.733,0.591,98.234,-7.745,1,0,0.191,0,0.192,0.0294,0,199040,62,1998,3164
22580,162487,Country,0.737,0.869,0.898,126.628,-5.433,1,2,0.481,0,0.308,0.0267,0,193065,62,1998,187
70709,787960,Country,0.685,0.817,0.768,130.41,-5.683,1,2,0.15,0,0.242,0.0298,0,273000,62,1998,5413
70700,787960,Country,0.709,0.757,0.852,140.664,-7.006,1,7,0.434,0,0.336,0.0408,0,216693,61,1998,5413
19032,133057,Country,0.612,0.804,0.841,80.771,-7.275,1,7,0.273,0,0.311,0.0543,0,220200,60,1998,3164
1339,11052,Country,0.687,0.898,0.952,129.542,-3.93,1,2,0.206,0,0.284,0.042,0,213973,59,1998,62
19030,133057,Country,0.644,0.868,0.642,134.38,-3.98,1,10,0.183,0,0.322,0.0464,0,200960,59,1998,3164
24738,176360,Country,0.564,0.503,0.566,141.043,-8.635,1,7,0.138,0,0.0945,0.0282,0,262867,59,1998,6458
22586,162487,Country,0.542,0.346,0.173,139.856,-6.598,1,9,0.342,0,0.283,0.0296,0,217807,58,1998,187
45658,393789,Country,0.666,0.521,0.361,105.223,-10.993,1,9,0.114,0,0.0604,0.0292,0,222187,57,1998,4217
52901,510805,Country,0.579,0.731,0.618,133.582,-5.659,1,7,0.244,0,0.297,0.0323,0,209867,57,1998,846
54824,549797,Country,0.785,0.365,0.913,141.167,-9.963,1,7,0.801,0,0.0662,0.0377,0,174293,57,1998,6888
36560,267435,Country,0.612,0.568,0.961,156.995,-10.074,1,1,0.344,0,0.0816,0.0765,0,289387,55,1998,2423
54808,549797,Country,0.526,0.291,0.886,164.02,-10.694,1,7,0.706,0,0.0651,0.0346,0,172133,55,1998,6888
84865,944084,Country,0.715,0.469,0.502,113.991,-8.674,1,0,0.439,8.69E-05,0.104,0.0279,0,210867,55,1998,62
22545,162487,Country,0.788,0.748,0.608,119.781,-5.439,1,9,0.419,0,0.0638,0.0344,0,233916,54,1998,187
85024,944310,Country,0.458,0.275,0.449,88.718,-11.498,1,10,0.944,0.0194,0.271,0.0261,0,187373,54,1998,5564
85062,944310,Country,0.333,0.232,0.398,144.788,-14.605,1,8,0.785,0.000548,0.252,0.0366,0,197400,54,1998,5564
6642,44751,Country,0.66,0.34,0.384,108.946,-10.113,1,1,0.54,0,0.0804,0.027,0,288373,53,1998,62
42035,334041,Country,0.586,0.477,0.308,82.991,-8.136,1,6,0.593,0,0.0935,0.0243,0,199707,53,1998,62
54799,549797,Country,0.672,0.243,0.689,127.716,-11.634,1,0,0.774,1.79E-05,0.082,0.0281,0,161640,52,1998,6888
16761,118791,Country,0.489,0.545,0.258,180.318,-7.548,0,0,0.373,1.16E-06,0.113,0.0283,0,259307,50,1998,4727
36564,267435,Country,0.567,0.53,0.855,150.026,-9.155,1,2,0.195,0,0.0683,0.0758,0,305160,50,1998,2423
42036,334041,Country,0.399,0.357,0.267,178.088,-10.86,1,5,0.389,0,0.159,0.028,0,217800,50,1998,62
22566,162487,Country,0.681,0.731,0.82,120.736,-4.64,1,5,0.192,0,0.356,0.0289,0,206618,49,1998,187
54817,549797,Country,0.739,0.304,0.95,161.867,-9.039,1,0,0.825,1.15E-06,0.18,0.0454,0,155533,49,1998,6888
70724,787960,Country,0.617,0.697,0.622,140.515,-6.59,1,9,0.226,0,0.233,0.028,0,226667,49,1998,5413
45655,393789,Country,0.546,0.251,0.271,168.554,-14.753,1,8,0.723,0,0.0943,0.0295,0,258493,48,1998,4217
45657,393789,Country,0.641,0.561,0.512,113.932,-9.09,1,10,0.556,0,0.0758,0.0273,0,285560,48,1998,4217
51414,490549,Country,0.531,0.48,0.881,104.117,-10.633,1,9,0.256,0.000136,0.0908,0.0366,0,134227,48,1998,62
70703,787960,Country,0.716,0.84,0.635,119.631,-6.21,1,7,0.182,0,0.0413,0.0325,0,235440,48,1998,5413
84787,944084,Country,0.59,0.669,0.4,115.341,-4.975,1,7,0.254,0.000151,0.143,0.0268,0,214000,48,1998,62
22573,162487,Country,0.65,0.627,0.597,132.08,-5.004,1,0,0.0534,0,0.07,0.0257,0,205618,47,1998,187
35279,254827,Country,0.765,0.596,0.941,158.112,-7.586,1,11,0.5,0,0.289,0.0518,0,141533,46,1998,5808
54772,549797,Country,0.574,0.164,0.522,113.004,-12.076,1,2,0.898,0,0.167,0.0366,0,163240,46,1998,6888
57112,583959,Country,0.488,0.65,0.604,172.082,-12.261,1,5,0.136,0.00664,0.45,0.0421,0,308760,46,1998,62
28391,194063,Country,0.594,0.833,0.663,142.035,-5.543,1,3,0.0848,7.80E-05,0.311,0.0358,0,218667,45,1998,62
31429,218994,Country,0.652,0.722,0.727,110.751,-10.678,1,9,0.0649,0,0.166,0.0326,0,179160,45,1998,3164
34849,248920,Country,0.547,0.373,0.182,132.741,-7.336,1,0,0.504,0,0.176,0.0273,0,217400,45,1998,981
54783,549797,Country,0.736,0.415,0.904,83.334,-9.803,1,4,0.934,7.09E-05,0.125,0.0394,0,163427,45,1998,6888
16749,118791,Country,0.487,0.271,0.194,80.126,-11.566,1,10,0.618,0,0.16,0.0283,0,245467,44,1998,4727
24733,176360,Country,0.533,0.306,0.15,104.708,-11.708,1,1,0.267,0,0.132,0.0276,0,388400,44,1998,6458
6650,44751,Country,0.727,0.381,0.705,117.543,-12.473,1,1,0.116,0.000295,0.166,0.0308,0,194733,43,1998,7049
19035,133057,Country,0.587,0.72,0.33,99.916,-7.746,1,0,0.179,0,0.0878,0.0278,0,224640,43,1998,3164
22543,162487,Country,0.672,0.853,0.721,149.986,-4.689,1,4,0.482,0,0.172,0.0996,0,171073,43,1998,187
22576,162487,Country,0.569,0.34,0.253,136.211,-8.363,1,9,0.473,0,0.137,0.0266,0,217929,43,1998,187
54778,549797,Country,0.672,0.244,0.659,121.83,-11.357,1,0,0.607,0,0.362,0.0352,0,145000,43,1998,6888
54820,549797,Country,0.631,0.291,0.72,111.341,-11.039,0,11,0.836,0,0.212,0.0342,0,153760,43,1998,6888
84967,944310,Country,0.755,0.279,0.405,116.821,-14.788,1,7,0.447,0,0.0575,0.0328,0,201293,43,1998,5564
84971,944310,Country,0.439,0.308,0.304,138.2,-11.23,1,4,0.669,0,0.269,0.0309,0,198560,43,1998,5564
11223,76561,Country,0.6,0.568,0.475,163.887,-9.867,1,7,0.106,0,0.238,0.0388,0,197267,42,1998,62
14372,97203,Country,0.711,0.667,0.777,113.655,-5.75,1,4,0.218,0,0.354,0.0258,0,192267,42,1998,2500
22552,162487,Country,0.749,0.529,0.81,113.749,-7.533,1,9,0.162,0.000212,0.0938,0.0339,0,202293,42,1998,7209
22561,162487,Country,0.708,0.48,0.315,139.412,-5.601,1,0,0.65,0,0.112,0.0296,0,208994,42,1998,187
45656,393789,Country,0.752,0.488,0.804,88.945,-11.498,1,9,0.244,0,0.0491,0.0263,0,179373,42,1998,4217
54752,549797,Country,0.773,0.309,0.824,127.868,-9.665,1,9,0.807,2.44E-05,0.106,0.0417,0,130573,42,1998,6888
54795,549797,Country,0.593,0.292,0.514,132.8,-10.917,1,2,0.867,7.48E-05,0.112,0.0292,0,161187,42,1998,6888
58384,605375,Country,0.762,0.415,0.567,113.975,-11.262,1,3,0.423,0,0.316,0.0302,0,229827,42,1998,6440
58427,605375,Country,0.63,0.451,0.272,110.943,-12.337,0,0,0.441,0.256,0.1,0.0267,0,238893,42,1998,6440
85049,944310,Country,0.633,0.368,0.275,123.883,-11.086,1,3,0.753,7.57E-05,0.1,0.0376,0,169240,42,1998,5564
19029,133057,Country,0.418,0.351,0.139,145.379,-9.407,1,9,0.569,0,0.103,0.0293,0,231280,41,1998,3164
30925,212006,Country,0.418,0.313,0.161,111.296,-8.747,1,7,0.708,0,0.315,0.036,0,187667,41,1998,2423
31445,218994,Country,0.633,0.653,0.484,109.265,-10.077,1,9,0.126,0,0.154,0.0326,0,174507,41,1998,3164
45884,399659,Country,0.651,0.746,0.959,140.8,-9.279,1,4,0.00791,0.00224,0.174,0.0282,0,262360,41,1998,62
66309,750131,Country,0.593,0.461,0.27,90.399,-7.549,1,2,0.356,0,0.183,0.0236,0,217360,41,1998,62
22558,162487,Country,0.599,0.363,0.256,141.571,-7.18,1,11,0.361,0,0.112,0.025,0,220199,40,1998,187
22575,162487,Country,0.672,0.487,0.38,105.582,-6.466,1,0,0.447,0,0.254,0.0252,0,237162,40,1998,187
31442,218994,Country,0.616,0.582,0.339,126.946,-11.105,1,2,0.277,2.07E-06,0.226,0.0312,0,239240,40,1998,3164
42032,334041,Country,0.516,0.397,0.236,138.075,-10.278,1,5,0.2,0,0.12,0.0274,0,241960,40,1998,62
54761,549797,Country,0.682,0.204,0.65,116.082,-10.585,1,4,0.746,0,0.313,0.0404,0,143360,40,1998,6888
54841,549797,Country,0.777,0.362,0.95,140.27,-10.101,1,7,0.523,0,0.0674,0.0536,0,143640,40,1998,6888
84998,944310,Country,0.475,0.215,0.371,73.547,-13.391,1,7,0.946,0.00896,0.144,0.0281,0,153227,40,1998,5564
85016,944310,Country,0.572,0.267,0.321,86.203,-13.272,1,9,0.863,0.00172,0.105,0.0299,0,225973,40,1998,5564
24735,176360,Country,0.657,0.896,0.827,149.205,-6.602,1,9,0.296,0,0.0987,0.0638,0,216267,39,1998,6458
70711,787960,Country,0.616,0.362,0.415,88.522,-9.518,1,9,0.627,0,0.368,0.0224,0,212093,39,1998,5413
84969,944310,Country,0.693,0.345,0.473,114.802,-10.355,1,0,0.457,0,0.165,0.0263,0,194640,39,1998,5564
17964,130037,Country,0.335,0.506,0.452,87.41,-13.623,1,0,0.223,2.40E-05,0.333,0.0529,0,236960,38,1998,2423
22528,162269,Country,0.592,0.49,0.29,91.775,-8.053,1,6,0.489,0,0.0967,0.0241,0,264507,38,1998,3646
47245,414291,Country,0.454,0.549,0.694,76.902,-11.962,1,7,0.148,0,0.975,0.0559,0,416533,38,1998,6011
54815,549797,Country,0.66,0.327,0.45,126.847,-10.069,1,9,0.899,3.18E-05,0.0867,0.0311,0,162933,38,1998,6888
54829,549797,Country,0.761,0.459,0.875,140.649,-9.429,1,4,0.859,0,0.128,0.0321,0,174200,38,1998,6888
13613,89873,Country,0.565,0.78,0.365,144.203,-4.688,1,8,0.0595,0,0.0733,0.0435,0,228333,37,1998,2423
22548,162487,Country,0.617,0.905,0.769,103.862,-4.329,1,2,0.119,0.00117,0.77,0.0321,0,296313,37,1998,187
24734,176360,Country,0.509,0.458,0.122,157.512,-8.843,1,11,0.134,0.00373,0.106,0.0269,0,317000,37,1998,6458
46583,409968,Country,0.457,0.417,0.212,120.164,-8.458,1,10,0.119,0,0.113,0.0303,0,232000,37,1998,4844
54844,549797,Country,0.579,0.19,0.477,141.031,-14.872,1,8,0.994,0.000782,0.311,0.0276,0,167040,37,1998,6888
61967,659299,Country,0.576,0.495,0.342,140.682,-8.245,1,7,0.6,2.26E-06,0.0765,0.0345,0,175093,37,1998,2423
85042,944310,Country,0.674,0.294,0.304,121.148,-15.848,1,11,0.545,2.37E-05,0.246,0.0389,0,206667,37,1998,5564
6640,44751,Country,0.564,0.306,0.38,97.813,-12.789,1,6,0.398,1.21E-05,0.107,0.0288,0,244187,36,1998,62
22526,162269,Country,0.495,0.791,0.667,186.855,-6.913,1,11,0.0849,0,0.156,0.038,0,194587,36,1998,1182
28388,194063,Country,0.438,0.557,0.295,172.004,-7.388,1,4,0.61,1.63E-05,0.163,0.0338,0,256400,36,1998,62
52909,510805,Country,0.731,0.862,0.937,124.884,-5.029,1,9,0.141,0,0.0878,0.0392,0,170293,36,1998,846
53491,522768,Country,0.622,0.666,0.789,113.858,-7.244,1,5,0.0106,0.00138,0.446,0.0255,0,220293,36,1998,5078
54813,549797,Country,0.471,0.184,0.482,151.239,-12.326,0,9,0.971,0.00736,0.133,0.0651,0,119267,36,1998,6888
58340,605375,Country,0.705,0.437,0.372,119.798,-11.432,1,1,0.233,2.29E-06,0.0967,0.0291,0,267093,36,1998,6440
66308,750131,Country,0.724,0.793,0.898,126.486,-5.837,1,0,0.127,0,0.0713,0.0271,0,213160,36,1998,62
74487,811897,Country,0.488,0.425,0.233,165.06,-9.407,1,10,0.333,0,0.104,0.0262,0,251200,36,1998,3932
85014,944310,Country,0.668,0.445,0.586,92.191,-12.583,1,9,0.614,1.35E-05,0.174,0.0605,0,146600,36,1998,5564
54811,549797,Country,0.783,0.388,0.946,95.698,-9.899,1,2,0.622,0,0.0971,0.0414,0,162400,35,1998,6888
55933,573100,Country,0.338,0.551,0.382,168.54,-5.287,1,10,0.327,0,0.152,0.0297,0,202733,35,1998,2542
84966,944310,Country,0.515,0.301,0.181,71.285,-13.535,1,10,0.868,0.0356,0.11,0.0262,0,198027,35,1998,5564
1829,15318,Country,0.458,0.395,0.124,140.011,-7.313,1,5,0.242,1.16E-06,0.137,0.0263,0,228867,34,1998,818
16683,118189,Country,0.536,0.582,0.491,83.238,-6.589,1,4,0.184,0,0.109,0.0397,0,161533,34,1998,4633
22540,162269,Country,0.609,0.698,0.627,117.807,-7.575,1,4,0.345,0,0.182,0.0397,0,254747,34,1998,3646
37570,286115,Country,0.67,0.606,0.808,151.748,-10.314,1,5,0.385,1.57E-06,0.0797,0.0334,0,215040,34,1998,2467
45660,393789,Country,0.712,0.406,0.734,114.388,-14.106,1,9,0.0731,4.24E-06,0.285,0.0259,0,210467,34,1998,4217
45785,396676,Country,0.601,0.486,0.62,98.504,-11.246,1,2,0.503,0,0.103,0.0316,0,135160,34,1998,7209
52924,510805,Country,0.771,0.797,0.807,116.948,-5.734,1,7,0.369,4.02E-06,0.306,0.0357,0,206600,34,1998,846
54801,549797,Country,0.707,0.228,0.709,130.349,-11.527,1,2,0.762,0,0.103,0.0311,0,157107,34,1998,6888
35302,254827,Country,0.678,0.368,0.298,141.945,-9.727,1,0,0.579,0,0.289,0.0285,0,238613,33,1998,5808
42031,334041,Country,0.598,0.468,0.231,104.996,-9.729,1,5,0.222,0,0.0728,0.0231,0,284240,33,1998,62
17966,130037,Country,0.5,0.584,0.37,78.125,-8.044,1,4,0.476,0,0.139,0.039,0,274333,32,1998,2423
22090,156950,Country,0.692,0.641,0.559,98.742,-7.601,1,7,0.0239,1.23E-05,0.114,0.0359,0,225827,32,1998,1245
52896,510805,Country,0.809,0.617,0.513,123.416,-7.469,1,2,0.219,0,0.057,0.0372,0,294960,32,1998,846
58428,605375,Country,0.535,0.336,0.205,76.358,-12.063,1,5,0.423,4.47E-05,0.0925,0.0242,0,230307,32,1998,6440
61964,659299,Country,0.555,0.341,0.184,139.335,-10.357,1,6,0.655,2.82E-06,0.137,0.0285,0,177133,32,1998,2423
70723,787960,Country,0.517,0.786,0.736,183.641,-6.544,1,4,0.301,0,0.226,0.0453,0,160907,32,1998,5413
74486,811897,Country,0.687,0.559,0.451,105.951,-9.139,1,6,0.0304,0,0.171,0.0234,0,236667,32,1998,3932
6643,44751,Country,0.799,0.452,0.756,98.15,-11.04,1,1,0.505,0,0.0474,0.0283,0,229587,31,1998,62
22447,161808,Country,0.743,0.873,0.965,125.005,-4.943,0,10,0.14,0,0.142,0.0507,0,238707,68,1999,1897
22563,162487,Country,0.467,0.622,0.455,164.418,-7.255,1,6,0.365,0.00527,0.0982,0.031,0,287267,67,1999,6339
84722,944084,Country,0.729,0.688,0.671,123.867,-7.468,1,3,0.127,9.44E-06,0.295,0.0264,0,219600,67,1999,63
9593,68551,Country,0.689,0.886,0.906,122.07,-7.066,0,10,0.0664,0,0.278,0.0382,0,248067,66,1999,2801
22523,162269,Country,0.529,0.496,0.278,136.859,-9.007,1,7,0.173,0,0.251,0.029,0,250547,65,1999,1897
57595,592954,Country,0.507,0.85,0.847,171.8,-5.679,1,5,0.378,0,0.0567,0.0472,0,183733,65,1999,4705
37350,281254,Country,0.561,0.543,0.243,139.803,-8.498,1,1,0.26,0,0.124,0.0324,0,240867,64,1999,2424
52910,510805,Country,0.648,0.667,0.669,109.609,-8.986,1,0,0.0534,6.94E-06,0.0908,0.0311,0,209067,61,1999,63
9585,68551,Country,0.723,0.674,0.61,124.9,-7.427,1,7,0.0986,1.83E-05,0.279,0.0297,0,188200,60,1999,2801
22582,162487,Country,0.705,0.7,0.765,122.841,-7.38,1,0,0.0192,0,0.0755,0.0295,0,258640,60,1999,6339
57616,592954,Country,0.444,0.484,0.263,147.715,-8.311,1,9,0.12,0,0.135,0.0289,0,279867,59,1999,4705
61968,659299,Country,0.522,0.747,0.645,82.85,-4.789,1,1,0.235,1.06E-05,0.0964,0.0297,0,182103,59,1999,798
22445,161808,Country,0.664,0.889,0.729,124.986,-3.058,1,10,0.641,0,0.298,0.0468,0,233000,58,1999,1897
22530,162269,Country,0.627,0.716,0.734,101.99,-7.175,1,2,0.127,0,0.0344,0.0352,0,186067,58,1999,1897
22574,162487,Country,0.644,0.644,0.293,98.746,-7.542,1,7,0.245,0.00083,0.27,0.0305,0,231293,56,1999,6339
83254,926108,Country,0.511,0.846,0.528,93.848,-6.677,1,2,0.00258,0,0.0777,0.0531,0,285587,54,1999,2424
9539,68551,Country,0.595,0.393,0.2,137.744,-9.909,1,2,0.508,0,0.153,0.0292,0,230827,53,1999,2801
10165,69986,Country,0.664,0.225,0.369,87.076,-14.017,1,3,0.628,0,0.104,0.0346,0,191067,53,1999,4256
10186,69986,Country,0.635,0.296,0.198,97.998,-13.728,1,3,0.562,1.97E-06,0.11,0.0298,0,227067,53,1999,4256
36563,267435,Country,0.734,0.432,0.644,134.804,-6.891,1,7,0.246,0,0.095,0.055,0,272867,53,1999,2424
47244,414291,Country,0.672,0.435,0.619,111.927,-9.043,1,7,0.678,0,0.177,0.0443,0,294053,53,1999,5679
85037,944310,Country,0.476,0.349,0.316,138.085,-11.635,1,2,0.537,0,0.0805,0.0275,0,206213,53,1999,63
69305,774588,Country,0.59,0.401,0.163,77.8,-9.067,1,7,0.153,0.00199,0.101,0.0255,0,319973,52,1999,6216
69770,780451,Country,0.707,0.546,0.861,102.417,-11.398,1,4,0.191,7.37E-05,0.145,0.0429,0,170267,52,1999,63
22432,161808,Country,0.552,0.575,0.249,134.165,-7.323,1,9,0.367,0,0.236,0.0307,0,199200,51,1999,1897
57600,592954,Country,0.605,0.804,0.601,98.866,-7.521,1,5,0.265,4.93E-06,0.345,0.0363,0,217733,51,1999,4705
59064,610880,Country,0.592,0.39,0.143,146.039,-10.642,1,9,0.477,0,0.12,0.027,0,226227,51,1999,4845
71275,791483,Country,0.544,0.901,0.483,123.766,-4.412,1,5,0.00471,0.00688,0.13,0.0522,0,234133,51,1999,2424
22568,162487,Country,0.626,0.424,0.173,91.812,-8.952,1,2,0.313,1.26E-05,0.134,0.0253,0,210533,50,1999,6339
83268,926108,Country,0.645,0.708,0.547,97.514,-6.456,1,0,0.0766,1.33E-05,0.125,0.0372,0,255480,50,1999,2424
4566,33481,Country,0.471,0.617,0.491,182.323,-8.394,1,8,0.0522,0,0.229,0.038,0,210307,49,1999,4042
22557,162487,Country,0.598,0.936,0.898,144.059,-6.313,1,10,0.00522,0.0178,0.219,0.0354,0,217693,49,1999,6339
13630,90079,Country,0.543,0.658,0.874,178.075,-8.091,1,6,0.351,1.01E-06,0.0512,0.0298,0,197880,48,1999,63
61965,659299,Country,0.534,0.596,0.147,114.957,-7.148,1,2,0.277,0.000359,0.148,0.0279,0,257646,48,1999,798
83244,926108,Country,0.655,0.837,0.708,115.938,-6.072,1,7,0.0332,0.00223,0.111,0.0355,0,192586,48,1999,3578
84519,939565,Country,0.596,0.545,0.391,75.841,-7.775,1,8,0.11,0,0.09,0.0247,0,245813,48,1999,6079
22559,162487,Country,0.574,0.368,0.296,129.457,-10.644,1,7,0.0163,2.12E-05,0.0746,0.0271,0,312693,47,1999,6339
4567,33481,Country,0.679,0.528,0.274,99.035,-7.901,1,7,0.0754,0,0.12,0.0267,0,199733,46,1999,4042
57364,588918,Country,0.449,0.495,0.676,198.017,-8.82,1,9,0.749,6.51E-06,0.371,0.0431,0,271080,46,1999,3068
86087,959490,Country,0.629,0.644,0.961,77.824,-9.383,1,7,0.712,0.000273,0.136,0.0401,0,157333,46,1999,1897
57634,592954,Country,0.465,0.54,0.234,75.88,-7.097,1,1,0.177,2.82E-06,0.106,0.0277,0,296333,45,1999,4705
83262,926108,Country,0.647,0.904,0.551,118.948,-5.193,1,7,0.0167,3.36E-06,0.0587,0.0434,0,249107,45,1999,2424
16674,118189,Country,0.647,0.746,0.946,98.991,-10.597,1,2,0.195,0,0.0271,0.0437,0,246267,44,1999,2424
22554,162487,Country,0.722,0.81,0.561,123.272,-7.463,1,8,0.119,7.13E-06,0.377,0.0336,0,183200,44,1999,6339
52902,510805,Country,0.439,0.665,0.328,168.707,-7.671,1,7,0.474,1.56E-05,0.26,0.0351,0,223467,44,1999,63
53452,522768,Country,0.5,0.934,0.668,148.008,-6.75,1,4,0.0844,0,0.117,0.111,0,156307,44,1999,6874
53454,522768,Country,0.623,0.728,0.593,107.357,-5.632,1,7,0.0533,7.80E-05,0.127,0.0248,0,298480,44,1999,1557
83261,926108,Country,0.367,0.871,0.65,173.569,-6.654,1,0,0.019,1.35E-06,0.285,0.0584,0,290653,44,1999,2424
85288,947752,Country,0.668,0.743,0.927,121.456,-7.922,1,7,0.0207,0,0.16,0.0422,0,233933,44,1999,7163
16668,118189,Country,0.533,0.315,0.316,140.918,-14.349,1,2,0.235,1.19E-05,0.0939,0.0308,0,304507,43,1999,2424
22579,162487,Country,0.626,0.903,0.909,170.229,-8.072,1,4,0.307,7.00E-04,0.0383,0.0694,0,147933,43,1999,6339
37446,283405,Country,0.496,0.47,0.151,122.094,-10.415,1,10,0.0268,0,0.134,0.0333,0,246227,43,1999,63
57363,588918,Country,0.631,0.548,0.622,108.004,-8.886,1,7,0.81,0.0193,0.272,0.0275,0,226587,43,1999,3068
59042,610880,Country,0.508,0.39,0.197,72.903,-10.079,1,9,0.144,2.16E-06,0.241,0.0284,0,282933,43,1999,4845
83248,926108,Country,0.591,0.699,0.325,87.971,-8.169,1,8,0.0171,1.61E-06,0.168,0.0286,0,239893,43,1999,2424
1089,9437,Country,0.56,0.692,0.698,83.588,-6.438,1,1,0.112,0,0.0638,0.0302,0,200693,42,1999,63
22572,162487,Country,0.684,0.6,0.862,109.979,-7.782,1,0,0.00429,0,0.364,0.0256,0,229240,42,1999,6339
58376,605375,Country,0.693,0.444,0.781,118.077,-10.58,1,2,0.259,0,0.349,0.0312,0,185333,42,1999,957
67881,759224,Country,0.547,0.253,0.34,151.877,-16.485,1,11,0.878,0.00073,0.146,0.0375,0,255440,42,1999,63
37346,281254,Country,0.663,0.819,0.73,125.878,-7.464,1,4,0.147,0,0.0915,0.0335,0,210000,41,1999,2424
16598,117844,Country,0.787,0.585,0.752,98.341,-11.339,1,0,0.298,1.90E-06,0.111,0.0549,0,139960,40,1999,4114
22555,162487,Country,0.496,0.0735,0.448,111.967,-13.21,1,2,0.808,0,0.077,0.0443,0,188200,40,1999,6339
24704,176148,Country,0.874,0.336,0.717,105.85,-11.438,1,2,0.639,9.80E-05,0.0926,0.0613,0,113440,40,1999,63
59059,610880,Country,0.622,0.942,0.844,117.173,-9.469,1,0,0.0271,2.36E-05,0.326,0.0385,0,200160,40,1999,4845
65573,745071,Country,0.415,0.188,0.172,134.318,-11.088,1,10,0.805,0,0.235,0.0305,0,240400,40,1999,63
70732,787960,Country,0.61,0.83,0.566,90.024,-4.772,1,9,0.0452,0.000211,0.163,0.0343,0,178533,40,1999,4845
