o,id,genre,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,,
75002,813392,Vocal,0.271,0.105,0.248,80.458,-15.473,1,10,0.947,0.701,0.183,0.0313,0,168333,12,1954,2379,,
74784,813392,Vocal,0.648,0.238,0.768,144.732,-10,1,3,0.815,0,0.0441,0.0774,0,128573,11,1954,2379,,
74810,813392,Vocal,0.549,0.282,0.437,74.975,-11.395,0,0,0.895,1.52E-06,0.271,0.0276,0,160333,11,1954,2379,,
74829,813392,Vocal,0.633,0.425,0.955,138.178,-10.204,1,1,0.881,0,0.291,0.0711,0,140867,11,1954,2379,,
74870,813392,Vocal,0.504,0.366,0.857,142.437,-10.642,1,10,0.818,0,0.0555,0.0466,0,112827,11,1954,2379,,
74890,813392,Vocal,0.4,0.158,0.293,79.434,-12.924,0,2,0.939,0.00464,0.373,0.0323,0,197760,11,1954,2379,,
74944,813392,Vocal,0.3,0.229,0.128,92.377,-11.284,1,8,0.96,0.00034,0.274,0.0298,0,158733,11,1954,2379,,
75007,813392,Vocal,0.349,0.0933,0.402,96.214,-17.112,1,2,0.949,0.0031,0.193,0.0324,0,172933,11,1954,2379,,
74742,813392,Vocal,0.65,0.187,0.708,120.663,-13.775,1,7,0.826,0,0.13,0.0673,0,144667,10,1954,2379,,
74824,813392,Vocal,0.508,0.202,0.411,80.452,-10.854,1,0,0.891,0.000163,0.32,0.0306,0,173560,10,1954,2379,,
74879,813392,Vocal,0.351,0.13,0.297,103.581,-15.879,0,7,0.915,0.000133,0.337,0.0373,0,178973,10,1954,2379,,
74909,813392,Vocal,0.407,0.263,0.358,105.388,-11.376,0,6,0.967,3.23E-06,0.359,0.0359,0,138627,10,1954,2379,,
74945,813392,Vocal,0.265,0.156,0.163,67.892,-17.515,1,9,0.909,0.00049,0.343,0.0349,0,145173,50,1956,2381,,
74957,813392,Vocal,0.623,0.162,0.537,133.773,-17.542,1,4,0.913,0,0.109,0.0567,0,139773,44,1956,2381,,
74893,813392,Vocal,0.592,0.286,0.469,102.515,-10.229,1,9,0.846,0,0.272,0.0455,0,171240,42,1956,2381,,
74772,813392,Vocal,0.517,0.172,0.354,99.154,-18.955,1,3,0.838,0.00694,0.301,0.03,0,147200,30,1956,2381,,
74718,813392,Vocal,0.0885,0.108,0.172,65.803,-19.595,1,2,0.969,0.00151,0.0557,0.0392,0,166627,29,1956,2381,,
74723,813392,Vocal,0.763,0.366,0.793,128.173,-13.532,1,5,0.687,0.00288,0.111,0.0568,0,140440,28,1956,2381,,
74705,813392,Vocal,0.305,0.149,0.237,56.408,-16.978,1,7,0.905,0,0.318,0.0325,0,176960,26,1956,2381,,
74668,813392,Vocal,0.172,0.175,0.117,94.998,-16.459,0,7,0.916,0.00502,0.1,0.0323,0,164627,25,1956,2381,,
74752,813392,Vocal,0.143,0.17,0.112,101.683,-15.419,1,11,0.904,0.000726,0.131,0.0329,0,185760,23,1956,2381,,
74711,813392,Vocal,0.764,0.379,0.825,119.555,-13.95,1,6,0.732,0.000489,0.0703,0.0342,0,158440,21,1956,2381,,
74982,813392,Vocal,0.145,0.143,0.183,83.018,-17.324,0,8,0.915,0.00488,0.272,0.0341,0,188640,19,1956,2381,,
74886,813392,Vocal,0.289,0.152,0.554,202.371,-19.091,0,3,0.854,0.0885,0.0967,0.0455,0,145267,18,1956,2381,,
74643,813392,Vocal,0.445,0.139,0.422,92.903,-17.99,0,9,0.787,0.00117,0.216,0.0425,0,153773,17,1956,2381,,
74683,813392,Vocal,0.513,0.0666,0.287,75.842,-18.018,1,10,0.941,0,0.303,0.0352,0,175973,17,1956,2381,,
74652,813392,Vocal,0.153,0.24,0.176,81.686,-15.93,1,10,0.956,0.00178,0.348,0.0319,0,170133,14,1956,2381,,
74710,813392,Vocal,0.252,0.0961,0.152,57.065,-17.655,0,8,0.927,0.00113,0.0885,0.0339,0,169333,14,1956,2381,,
74738,813392,Vocal,0.0929,0.136,0.13,85.415,-19.165,1,5,0.914,0.00182,0.101,0.0389,0,150533,13,1956,2381,,
74743,813392,Vocal,0.603,0.129,0.527,148.411,-14.432,1,1,0.87,0,0.0482,0.0751,0,177560,13,1956,2381,,
74796,813392,Vocal,0.166,0.172,0.208,99.214,-17.541,1,10,0.944,0.0043,0.0658,0.0352,0,161933,12,1956,2381,,
74815,813392,Vocal,0.184,0.183,0.304,84.908,-15.759,1,1,0.869,0.0119,0.0992,0.0337,0,171573,12,1956,2381,,
74682,813392,Vocal,0.814,0.292,0.697,122.15,-17.073,1,9,0.728,0.00302,0.0801,0.0414,0,193600,11,1956,2381,,
74720,813392,Vocal,0.556,0.235,0.808,156.16,-12.829,1,5,0.681,0,0.119,0.073,0,142173,11,1956,2381,,
74860,813392,Vocal,0.172,0.143,0.135,143.286,-17.842,1,7,0.933,0.00455,0.143,0.0348,0,184040,11,1956,2381,,
74589,813392,Vocal,0.803,0.334,0.738,117.357,-15.078,1,2,0.705,0.000971,0.156,0.036,0,143333,10,1956,2381,,
74696,813392,Vocal,0.655,0.141,0.639,101.097,-13.249,1,10,0.826,0,0.312,0.0446,0,144200,10,1956,2381,,
74753,813392,Vocal,0.14,0.155,0.108,93.535,-17.039,0,6,0.89,0.00563,0.217,0.0329,0,161400,10,1956,2381,,
74929,813392,Vocal,0.631,0.228,0.783,149.223,-12.712,1,5,0.683,0,0.332,0.0621,0,150267,10,1956,2381,,
74832,813392,Vocal,0.484,0.215,0.553,117.204,-14.227,1,1,0.942,0.00107,0.211,0.0319,0,173600,9,1956,2381,,
74952,813392,Vocal,0.594,0.262,0.784,85.109,-14.74,1,0,0.776,0,0.0991,0.0713,0,181933,9,1956,2381,,
74960,813392,Vocal,0.274,0.209,0.436,156.341,-15.095,1,7,0.885,0,0.0873,0.0328,0,168493,9,1956,2381,,
74666,813392,Vocal,0.425,0.202,0.531,137.574,-15.56,1,7,0.923,1.04E-06,0.369,0.0319,0,151533,8,1956,2381,,
74714,813392,Vocal,0.584,0.115,0.61,89.205,-20.669,1,10,0.925,0.00791,0.105,0.0364,0,162333,8,1956,2381,,
74859,813392,Vocal,0.635,0.193,0.699,135.477,-14.319,1,3,0.942,0,0.213,0.0488,0,163827,8,1956,2381,,
74875,813392,Vocal,0.689,0.317,0.724,129.102,-12.613,1,8,0.803,2.80E-05,0.064,0.125,0,139693,8,1956,2381,,
74892,813392,Vocal,0.53,0.326,0.871,182.828,-13.556,1,3,0.821,0,0.0663,0.0779,0,157200,8,1956,2381,,
74915,813392,Vocal,0.774,0.194,0.824,120.959,-15.956,1,1,0.84,1.38E-05,0.0474,0.0511,0,187427,8,1956,2381,,
74921,813392,Vocal,0.593,0.196,0.885,153.311,-15.483,0,9,0.896,0,0.21,0.0658,0,165333,8,1956,2381,,
74946,813392,Vocal,0.489,0.238,0.449,103.426,-17.177,0,11,0.842,0.000741,0.338,0.0324,0,155227,8,1956,2381,,
74948,813392,Vocal,0.801,0.402,0.976,124.715,-11.991,1,2,0.737,0,0.158,0.0718,0,109093,8,1956,2381,,
74949,813392,Vocal,0.556,0.203,0.837,156.125,-12.894,0,6,0.834,0,0.248,0.055,0,154000,8,1956,2381,,
74658,813392,Vocal,0.605,0.501,0.874,146.4,-8.764,1,10,0.779,0,0.0721,0.0697,0,144133,7,1956,2381,,
74724,813392,Vocal,0.543,0.18,0.749,148.867,-15.877,1,7,0.822,0,0.33,0.0689,0,180107,7,1956,2381,,
74819,813392,Vocal,0.267,0.0841,0.159,77.688,-18.451,0,1,0.952,6.39E-06,0.096,0.0307,0,185293,7,1956,2381,,
74838,813392,Vocal,0.604,0.21,0.6,138.698,-14.058,1,7,0.898,0,0.113,0.0458,0,192773,7,1956,2381,,
74904,813392,Vocal,0.282,0.169,0.476,68.366,-15.901,1,3,0.902,0,0.123,0.0337,0,200573,7,1956,2381,,
74956,813392,Vocal,0.258,0.132,0.161,72.657,-17.171,0,1,0.913,0.00243,0.148,0.0336,0,182933,7,1956,2381,,
74676,813392,Vocal,0.301,0.087,0.275,88.968,-18.956,1,10,0.915,1.53E-06,0.228,0.0334,0,156800,6,1956,2381,,
74927,813392,Vocal,0.308,0.114,0.188,142.977,-17.229,1,0,0.873,2.66E-05,0.329,0.0356,0,176493,6,1956,2381,,
74971,813392,Vocal,0.58,0.176,0.651,132.292,-16.514,1,2,0.811,8.18E-06,0.246,0.0449,0,175507,26,1957,2382,,
74845,813392,Vocal,0.718,0.213,0.559,115.981,-13.379,0,0,0.769,0,0.104,0.0405,0,163040,24,1957,2382,,
74756,813392,Vocal,0.508,0.22,0.645,111.7,-13.441,0,5,0.738,0,0.271,0.0397,0,122600,21,1957,2382,,
74607,813392,Vocal,0.823,0.164,0.589,122.405,-14.599,1,8,0.852,1.84E-05,0.115,0.0378,0,141040,18,1957,2382,,
74613,813392,Vocal,0.566,0.233,0.798,128.097,-15.109,0,7,0.835,0,0.0634,0.0572,0,140333,16,1957,2382,,
74804,813392,Vocal,0.693,0.198,0.485,135.942,-13.465,0,5,0.917,0.000253,0.0606,0.0413,0,135427,12,1957,2382,,
74856,813392,Vocal,0.441,0.0595,0.275,67.703,-21.322,1,9,0.946,0.00683,0.0903,0.0411,0,198667,12,1957,2382,,
74954,813392,Vocal,0.61,0.128,0.635,94.754,-17.129,0,7,0.946,6.07E-05,0.114,0.067,0,125600,12,1957,2382,,
74997,813392,Vocal,0.726,0.142,0.668,100.465,-14.832,0,7,0.945,0,0.166,0.0488,0,152200,12,1957,2382,,
74801,813392,Vocal,0.792,0.429,0.819,107.951,-15.45,1,9,0.468,0.00821,0.0729,0.0362,0,123427,10,1957,2382,,
74836,813392,Vocal,0.439,0.0815,0.229,76.37,-17.42,0,2,0.946,0.0116,0.115,0.0357,0,176107,10,1957,2382,,
74876,813392,Vocal,0.493,0.0719,0.255,78.632,-18.446,1,5,0.969,0.0442,0.14,0.0395,0,177160,10,1957,2382,,
74882,813392,Vocal,0.747,0.166,0.601,115.685,-13.576,0,7,0.935,4.49E-05,0.126,0.0426,0,159493,10,1957,2382,,
74717,813392,Vocal,0.435,0.121,0.366,78.151,-15.335,1,1,0.969,0.000189,0.108,0.0342,0,167227,9,1957,2382,,
74835,813392,Vocal,0.558,0.0757,0.4,75.977,-17.56,0,4,0.914,1.32E-05,0.156,0.0389,0,174160,9,1957,2382,,
74916,813392,Vocal,0.386,0.0936,0.193,100.396,-17.468,0,4,0.944,0,0.0916,0.035,0,136667,9,1957,2382,,
74609,813392,Vocal,0.43,0.352,0.822,205.122,-10.436,1,5,0.835,0,0.0923,0.0386,0,127933,8,1957,2382,,
74878,813392,Vocal,0.71,0.199,0.586,59.483,-13.586,0,5,0.858,0,0.28,0.0881,0,153107,8,1957,2382,,
74596,813392,Vocal,0.53,0.276,0.753,72.843,-11.669,1,10,0.917,0,0.107,0.0475,0,137733,7,1957,2382,,
74657,813392,Vocal,0.585,0.267,0.56,121.411,-12.99,0,11,0.916,0,0.31,0.0429,0,132733,6,1957,2382,,
74745,813392,Vocal,0.385,0.0494,0.202,82.585,-19.222,1,2,0.964,7.59E-06,0.0939,0.0319,0,184493,6,1957,2382,,
74798,813392,Vocal,0.434,0.241,0.518,89.153,-14.576,1,5,0.75,8.52E-06,0.163,0.0465,0,154973,6,1957,2382,,
74931,813392,Vocal,0.612,0.144,0.343,128.629,-12.204,0,6,0.88,0,0.203,0.0352,0,181627,64,1958,2383,,
74962,813392,Vocal,0.267,0.205,0.178,88.584,-13.75,1,2,0.966,0.00203,0.113,0.0348,0,144800,51,1958,2383,,
74947,813392,Vocal,0.472,0.345,0.696,109.233,-8.387,1,10,0.966,0,0.0737,0.0413,0,141920,47,1958,2383,,
74919,813392,Vocal,0.344,0.143,0.145,93.826,-12.874,1,7,0.758,0.00187,0.227,0.0294,0,183560,44,1958,2383,,
74645,813392,Vocal,0.373,0.176,0.175,101.212,-14.121,1,5,0.951,2.43E-05,0.127,0.0292,0,167507,41,1958,2383,,
74642,813392,Vocal,0.426,0.115,0.252,112.874,-14.308,0,4,0.955,4.12E-06,0.0946,0.0345,0,134333,31,1958,2383,,
74728,813392,Vocal,0.7,0.379,0.698,129.282,-10.151,1,8,0.813,3.18E-05,0.0633,0.104,0,138680,30,1958,2383,,
74722,813392,Vocal,0.665,0.248,0.718,120.46,-10.851,1,7,0.831,0,0.152,0.0595,0,143573,29,1958,2383,,
74792,813392,Vocal,0.528,0.395,0.746,109.141,-8.054,1,6,0.834,0,0.109,0.0449,0,177520,29,1958,2383,,
74980,813392,Vocal,0.671,0.315,0.864,81.166,-12.757,1,2,0.89,0,0.0684,0.0315,0,136493,29,1958,2383,,
74751,813392,Vocal,0.428,0.0817,0.177,82.148,-15.915,1,2,0.965,9.20E-06,0.0996,0.0302,0,183227,28,1958,2383,,
74964,813392,Vocal,0.603,0.233,0.514,111.263,-12.3,1,6,0.94,0,0.126,0.038,0,166160,28,1958,2383,,
74986,813392,Vocal,0.794,0.199,0.715,109.759,-14.585,1,9,0.969,0,0.142,0.0407,0,133333,28,1958,2383,,
74587,813392,Vocal,0.672,0.118,0.324,97.837,-14.808,1,4,0.956,4.20E-05,0.115,0.0404,0,130400,19,1958,2383,,
74632,813392,Vocal,0.728,0.372,0.924,124.559,-11.522,1,8,0.859,0,0.0942,0.0599,0,130733,17,1958,2383,,
74825,813392,Vocal,0.244,0.135,0.186,88.684,-17.002,1,2,0.963,0.00216,0.0931,0.0357,0,146867,17,1958,2383,,
74793,813392,Vocal,0.219,0.257,0.226,97.462,-17.369,1,8,0.959,0.00599,0.296,0.037,0,145067,14,1958,2383,,
74706,813392,Vocal,0.602,0.189,0.469,111.3,-15.4,1,6,0.94,0,0.113,0.0431,0,168067,12,1958,2383,,
74735,813392,Vocal,0.325,0.0725,0.192,76.887,-19.037,1,7,0.972,0.00342,0.152,0.0328,0,171800,11,1958,2383,,
74881,813392,Vocal,0.812,0.252,0.89,109.65,-11.634,0,7,0.744,0,0.243,0.0356,0,168467,10,1958,2383,,
74867,813392,Vocal,0.462,0.279,0.722,131.575,-11.127,1,10,0.961,0,0.109,0.0495,0,143440,9,1958,2383,,
74716,813392,Vocal,0.573,0.181,0.419,108.601,-16.264,1,3,0.948,2.96E-05,0.087,0.0761,0,159133,8,1958,2383,,
74588,813392,Vocal,0.758,0.266,0.745,126.037,-10.971,0,6,0.889,0,0.271,0.0368,0,144400,7,1958,2383,,
74605,813392,Vocal,0.59,0.221,0.549,111.731,-12.217,1,5,0.89,0,0.0878,0.0641,0,170467,7,1958,2383,,
74635,813392,Vocal,0.58,0.254,0.78,115.772,-11.323,1,4,0.83,0,0.345,0.0356,0,167827,7,1958,2383,,
74586,813392,Vocal,0.446,0.0304,0.206,72.059,-21.825,1,9,0.979,0.0017,0.132,0.0367,0,155173,6,1958,2383,,
74639,813392,Vocal,0.594,0.351,0.728,119.376,-10.185,1,2,0.905,0,0.192,0.0466,0,141760,6,1958,2383,,
74834,813392,Vocal,0.252,0.131,0.153,97.105,-17.1,1,5,0.952,3.49E-05,0.1,0.0317,0,169467,6,1958,2383,,
74651,813392,Vocal,0.801,0.142,0.65,109.754,-17.596,1,9,0.967,0,0.172,0.0434,0,133933,5,1958,2383,,
74654,813392,Vocal,0.706,0.266,0.669,133.179,-9.678,1,1,0.881,0,0.227,0.0401,0,191400,5,1958,2383,,
74920,813392,Vocal,0.515,0.117,0.753,140.84,-15.513,1,7,0.866,0,0.245,0.0427,0,148467,51,1959,2384,,
74795,813392,Vocal,0.451,0.24,0.701,134.009,-14.014,1,1,0.912,2.45E-06,0.175,0.0351,0,117147,48,1959,23,,
74731,813392,Vocal,0.579,0.116,0.481,107.72,-16.017,1,9,0.582,0.0556,0.0995,0.0347,0,166067,42,1959,2384,,
74975,813392,Vocal,0.469,0.196,0.537,130.036,-16.093,1,0,0.882,0,0.0513,0.0571,0,143733,41,1959,23,,
74608,813392,Vocal,0.478,0.201,0.857,136.471,-16.768,1,7,0.919,0,0.0854,0.0332,0,135760,40,1959,23,,
74646,813392,Vocal,0.473,0.0556,0.403,80.573,-19.592,1,1,0.91,0,0.0688,0.0345,0,168467,40,1959,2384,,
74663,813392,Vocal,0.116,0.113,0.179,64.832,-21.833,0,1,0.903,0.544,0.311,0.0415,0,196573,35,1959,2384,,
74961,813392,Vocal,0.53,0.173,0.684,139.816,-14.389,1,8,0.745,0,0.145,0.0348,0,163427,28,1959,23,,
74918,813392,Vocal,0.247,0.109,0.276,99.735,-20.047,1,11,0.939,0.0575,0.135,0.0339,0,149920,23,1959,23,,
74699,813392,Vocal,0.231,0.0994,0.229,111.311,-18.264,1,11,0.855,0.000208,0.122,0.0347,0,183600,22,1959,2384,,
74896,813392,Vocal,0.447,0.245,0.458,129.415,-14.733,1,0,0.905,3.07E-05,0.122,0.0349,0,114227,20,1959,23,,
74739,813392,Vocal,0.261,0.0559,0.0912,83.741,-23.11,1,10,0.923,0.101,0.123,0.0371,0,190000,18,1959,2384,,
74689,813392,Vocal,0.321,0.069,0.239,80.814,-20.12,1,3,0.912,0.000548,0.335,0.0315,0,179707,17,1959,23,,
74778,813392,Vocal,0.202,0.0983,0.216,79.335,-19.145,0,8,0.931,0.0399,0.106,0.033,0,168000,17,1959,23,,
74725,813392,Vocal,0.346,0.122,0.405,139.976,-15.55,1,3,0.876,8.53E-06,0.208,0.03,0,196440,16,1959,23,,
74764,813392,Vocal,0.222,0.131,0.174,180.157,-16.386,1,6,0.942,0.00845,0.164,0.039,0,219587,16,1959,23,,
74595,813392,Vocal,0.577,0.142,0.392,114.339,-15.451,0,7,0.789,5.52E-05,0.158,0.0401,0,171600,15,1959,2384,,
74673,813392,Vocal,0.189,0.161,0.14,94.524,-16.336,1,0,0.953,0.0357,0.084,0.0337,0,159027,15,1959,2384,,
74800,813392,Vocal,0.554,0.118,0.538,102.137,-19.177,1,1,0.818,5.92E-06,0.103,0.0394,0,179600,15,1959,2384,,
74907,813392,Vocal,0.566,0.192,0.426,131.546,-14.489,1,2,0.799,0,0.0959,0.0371,0,146920,15,1959,23,,
74612,813392,Vocal,0.213,0.0843,0.0666,78.854,-23.781,1,1,0.803,0.668,0.33,0.0374,0,183200,14,1959,2384,,
74633,813392,Vocal,0.131,0.0791,0.0857,175.246,-20.429,1,11,0.905,0.309,0.0925,0.0356,0,231893,14,1959,2384,,
74759,813392,Vocal,0.199,0.0667,0.0959,102.996,-24.097,1,10,0.867,0.661,0.11,0.036,0,180400,14,1959,2384,,
74841,813392,Vocal,0.5,0.302,0.671,130.167,-12.09,0,7,0.85,0,0.086,0.0316,0,145800,14,1959,2384,,
74899,813392,Vocal,0.243,0.193,0.112,127.417,-13.024,1,2,0.952,3.78E-06,0.13,0.0326,0,132067,14,1959,2384,,
74924,813392,Vocal,0.263,0.0979,0.0648,84.259,-19.859,1,10,0.962,0.138,0.171,0.0363,0,193400,14,1959,2384,,
74641,813392,Vocal,0.236,0.0979,0.186,139.442,-21.564,1,1,0.435,0.621,0.352,0.0361,0,192173,13,1959,2384,,
74647,813392,Vocal,0.146,0.0769,0.104,88.189,-22.168,1,8,0.832,0.288,0.156,0.0369,0,200200,13,1959,2384,,
74987,813392,Vocal,0.219,0.16,0.149,129.596,-18.448,0,1,0.949,0.205,0.361,0.0366,0,198427,12,1959,2384,,
74990,813392,Vocal,0.267,0.0908,0.174,79.815,-20.264,0,0,0.935,0.0194,0.121,0.0328,0,217427,12,1959,23,,
74999,813392,Vocal,0.428,0.103,0.489,93.396,-21.65,1,5,0.891,0.511,0.112,0.0404,0,165133,12,1959,2384,,
74634,813392,Vocal,0.216,0.124,0.0639,61.65,-20.709,1,8,0.886,0.829,0.273,0.0363,0,203733,11,1959,2384,,
74905,813392,Vocal,0.627,0.114,0.335,128.687,-14.308,0,6,0.875,0,0.141,0.0355,0,184160,11,1959,2384,,
74950,813392,Vocal,0.61,0.0728,0.494,99.65,-20.845,1,1,0.695,1.93E-05,0.098,0.0342,0,171693,11,1959,2384,,
74868,813392,Vocal,0.479,0.22,0.56,107.83,-11.931,1,9,0.908,3.87E-05,0.0643,0.0289,0,167733,10,1959,2384,,
74951,813392,Vocal,0.522,0.317,0.471,72.498,-11.248,1,8,0.836,0,0.0792,0.0389,0,160400,10,1959,2384,,
74583,813392,Vocal,0.277,0.1,0.148,71.059,-21.855,1,1,0.92,0.00158,0.148,0.0327,0,142173,9,1959,2384,,
74712,813392,Vocal,0.676,0.202,0.778,137.315,-13.946,0,7,0.919,1.20E-05,0.0886,0.0413,0,145760,9,1959,2384,,
74644,813392,Vocal,0.643,0.181,0.718,136.179,-14.461,1,3,0.937,0,0.108,0.0421,0,140573,8,1959,2384,,
74866,813392,Vocal,0.503,0.182,0.652,63.684,-16.651,0,0,0.776,0,0.178,0.0323,0,133933,57,1960,2385,,
74972,813392,Vocal,0.64,0.154,0.481,126.045,-14.05,0,6,0.768,0,0.0551,0.042,0,221413,50,1960,2385,,
74995,813392,Vocal,0.57,0.196,0.612,127.3,-14.374,0,2,0.667,0,0.104,0.0442,0,135253,47,1960,2385,,
75005,813392,Vocal,0.567,0.124,0.343,79.37,-16.446,1,0,0.792,0,0.106,0.0562,0,162867,47,1960,2385,,
74933,813392,Vocal,0.589,0.202,0.769,135.329,-13.74,1,1,0.672,0,0.348,0.0376,0,145347,40,1960,2385,,
74970,813392,Vocal,0.533,0.138,0.445,112.346,-16.204,1,7,0.721,0,0.0601,0.034,0,152733,40,1960,2385,,
74906,813392,Vocal,0.591,0.221,0.676,133.039,-13.677,0,1,0.816,0,0.164,0.0358,0,144400,29,1960,2385,,
74917,813392,Vocal,0.634,0.165,0.521,102.361,-14.302,1,5,0.744,0,0.0598,0.0378,0,182120,25,1960,2385,,
74787,813392,Vocal,0.631,0.106,0.726,122.785,-16.122,1,5,0.67,1.34E-05,0.0852,0.0431,0,141480,24,1960,2385,,
74863,813392,Vocal,0.529,0.0786,0.436,94.292,-17.588,1,1,0.893,1.43E-05,0.113,0.0365,0,149560,24,1960,2385,,
74826,813392,Vocal,0.615,0.145,0.505,102.633,-14.283,1,7,0.748,0,0.0292,0.0422,0,130253,23,1960,2385,,
74611,813392,Vocal,0.528,0.155,0.412,81.564,-15.274,0,2,0.771,2.13E-05,0.15,0.0338,0,194680,21,1960,2385,,
74761,813392,Vocal,0.477,0.146,0.478,116.208,-16.228,1,9,0.963,0.0191,0.112,0.0354,0,174307,13,1960,2385,,
74991,813392,Vocal,0.465,0.18,0.637,132.191,-13.894,1,1,0.887,0,0.0698,0.0339,0,146173,12,1960,2385,,
74623,813392,Vocal,0.162,0.186,0.163,138.702,-16.876,1,9,0.792,1.42E-06,0.0806,0.0334,0,116000,9,1960,2385,,
74805,813392,Vocal,0.145,0.178,0.0956,173.392,-16.371,1,1,0.926,5.33E-05,0.134,0.0351,0,143267,8,1960,2385,,
74958,813392,Vocal,0.586,0.253,0.718,108.168,-11.93,0,6,0.604,0,0.3,0.0538,0,147293,60,1961,2386,,
75006,813392,Vocal,0.492,0.298,0.749,126.479,-15.433,1,2,0.818,0,0.104,0.034,0,159400,25,1961,2386,,
74603,813392,Vocal,0.608,0.125,0.543,102.621,-15.456,1,7,0.725,0,0.0319,0.0412,0,131067,16,1961,2386,,
74655,813392,Vocal,0.429,0.517,0.872,111.468,-10.31,1,5,0.82,0,0.0989,0.0385,0,152573,16,1961,2386,,
74740,813392,Vocal,0.635,0.138,0.458,126.466,-15.265,1,7,0.788,0,0.0612,0.0437,0,222093,16,1961,2386,,
74675,813392,Vocal,0.463,0.149,0.67,130.367,-17.802,0,0,0.787,0,0.192,0.0342,0,135107,15,1961,2386,,
74708,813392,Vocal,0.545,0.199,0.644,132.715,-14.891,0,1,0.804,0,0.15,0.04,0,145467,15,1961,2386,,
74734,813392,Vocal,0.413,0.247,0.526,132.194,-14.927,0,7,0.922,0,0.236,0.0374,0,128960,15,1961,2386,,
74601,813392,Vocal,0.347,0.287,0.421,115.17,-14.817,1,8,0.865,0,0.159,0.0405,0,150400,14,1961,2386,,
74670,813392,Vocal,0.616,0.0867,0.749,122.595,-17.3,1,5,0.688,5.48E-06,0.0695,0.0417,0,142467,14,1961,2386,,
74719,813392,Vocal,0.411,0.33,0.815,153.763,-13.329,1,8,0.829,0,0.0915,0.0386,0,156507,14,1961,2386,,
74780,813392,Vocal,0.609,0.149,0.517,102.505,-15.447,1,5,0.781,0,0.0608,0.039,0,181960,14,1961,2386,,
74855,813392,Vocal,0.533,0.169,0.599,126.252,-15.503,0,7,0.657,0,0.106,0.0417,0,136973,14,1961,2386,,
74898,813392,Vocal,0.265,0.109,0.231,66.28,-20.519,1,2,0.922,0.0175,0.111,0.0333,0,172827,14,1961,2386,,
74680,813392,Vocal,0.491,0.101,0.333,80.424,-17.673,1,0,0.761,0,0.102,0.058,0,164107,13,1961,2386,,
74697,813392,Vocal,0.511,0.0704,0.403,94.015,-18.801,1,1,0.896,2.94E-05,0.114,0.0387,0,150467,13,1961,2386,,
74698,813392,Vocal,0.208,0.279,0.302,107.921,-15.726,1,10,0.846,0.000782,0.298,0.0326,0,199733,13,1961,2386,,
74803,813392,Vocal,0.512,0.127,0.397,81.892,-16.313,1,0,0.79,1.95E-05,0.148,0.0393,0,194933,13,1961,2386,,
74871,813392,Vocal,0.623,0.122,0.429,112.552,-17.403,1,7,0.764,0,0.0594,0.0337,0,153760,13,1961,2386,,
74631,813392,Vocal,0.489,0.182,0.561,68.257,-19.242,1,3,0.916,0,0.142,0.0525,0,128067,12,1961,2386,,
74709,813392,Vocal,0.18,0.198,0.215,167.485,-18.928,1,5,0.741,0.00315,0.119,0.0357,0,171707,12,1961,2386,,
74802,813392,Vocal,0.585,0.183,0.756,136.361,-14.915,1,1,0.649,0,0.349,0.0423,0,148533,12,1961,2386,,
74953,813392,Vocal,0.268,0.185,0.26,87.585,-17.085,1,7,0.886,5.40E-05,0.337,0.0312,0,155773,11,1961,2386,,
74776,813392,Vocal,0.192,0.129,0.246,82.836,-19.36,1,2,0.927,0.00153,0.167,0.0325,0,157360,10,1961,2386,,
74922,813392,Vocal,0.23,0.104,0.258,104.804,-19.339,1,5,0.896,0.000108,0.097,0.0317,0,185533,10,1961,2386,,
74844,813392,Vocal,0.201,0.284,0.283,111.049,-14.127,1,9,0.902,0.0362,0.311,0.0334,0,193293,9,1961,2386,,
75010,813392,Vocal,0.311,0.224,0.169,81.182,-18.251,1,2,0.865,0.0581,0.359,0.0302,0,180840,8,1961,2386,,
74620,813392,Vocal,0.755,0.409,0.787,128.148,-11.813,1,5,0.665,0.005,0.232,0.0497,0,138107,41,1962,2387,,
74989,813392,Vocal,0.148,0.0996,0.107,71.31,-16.843,1,11,0.961,0.0121,0.136,0.0354,0,144373,30,1962,2387,,
74599,813392,Vocal,0.51,0.186,0.383,121.056,-15.215,0,4,0.938,0,0.277,0.0465,0,172627,24,1962,2387,,
74902,813392,Vocal,0.192,0.218,0.32,183.065,-15.603,0,0,0.934,0.0535,0.169,0.0368,0,145320,24,1962,2387,,
74779,813392,Vocal,0.455,0.213,0.37,114.717,-14.685,1,8,0.912,0.00144,0.336,0.0326,0,156907,23,1962,2387,,
74584,813392,Vocal,0.328,0.153,0.311,122.386,-16.042,0,5,0.853,0.00068,0.0901,0.0347,0,180520,21,1962,2387,,
74794,813392,Vocal,0.521,0.193,0.357,99.335,-17.093,0,5,0.801,0.00358,0.216,0.0287,0,143627,21,1962,2387,,
74818,813392,Vocal,0.393,0.231,0.452,95.938,-14.786,1,1,0.862,0.0034,0.37,0.0318,0,156280,20,1962,2387,,
74650,813392,Vocal,0.302,0.283,0.315,115.805,-14.98,1,8,0.92,0.00208,0.254,0.0392,0,163040,19,1962,2387,,
